ID_MOEDA;DATA_REF;VL_COTACAO
EGP;04/06/2014;7,739642739
EGP;11/06/2015;5,476727962
EGP;21/10/2015;7,724679112
EGP;26/07/2013;6,327118337
EGP;15/08/2012;1,812892437
EGP;05/08/2013;6,361320555
EGP;30/04/2012;1,512153327
EGP;30/07/2013;5,521172822
EGP;06/04/2012;5,302166641
EGP;17/08/2015;3,613060892
EGP;08/04/2015;7,643564105
EGP;04/12/2013;1,310032129
EGP;30/11/2011;2,859488904
EGP;05/04/2012;4,830996394
EGP;08/06/2015;7,69981581
EGP;27/04/2012;1,940362811
EGP;10/05/2012;5,226620853
EGP;06/02/2013;6,266204894
EGP;05/03/2012;2,137584865
EGP;03/01/2013;6,001903117
EGP;23/09/2015;7,164778113
EGP;02/06/2015;3,696551621
EGP;22/02/2013;5,502994835
EGP;02/11/2015;3,03944838
EGP;19/04/2012;3,689802885
EGP;12/06/2014;3,539485693
EGP;31/03/2014;5,482018888
EGP;25/10/2012;6,193755805
EGP;18/10/2013;7,982742012
EGP;09/01/2012;5,885437667
EGP;22/06/2012;3,846965194
EGP;23/12/2014;5,842089295
EGP;12/11/2014;1,257957757
EGP;17/05/2013;7,878354609
EGP;02/04/2014;2,987543404
EGP;01/05/2014;5,559235692
EGP;30/11/2015;5,804980636
EGP;06/08/2014;4,319807708
EGP;19/12/2013;1,927688539
EGP;28/06/2012;6,380629659
EGP;27/11/2012;4,752453208
EGP;21/03/2013;4,470962286
EGP;23/09/2011;3,096884191
EGP;30/08/2013;7,241220951
EGP;01/12/2015;2,404139698
EGP;12/06/2012;4,064430118
EGP;15/12/2014;1,024343014
EGP;20/07/2015;3,187188327
EGP;06/02/2014;6,155018687
EGP;09/08/2013;4,091997921
EGP;02/08/2013;3,284219503
EGP;29/09/2015;3,244569898
EGP;31/01/2012;5,224574745
EGP;03/11/2014;5,470223308
EGP;25/09/2013;5,949686885
EGP;06/11/2012;5,65797919
EGP;03/01/2014;1,139139533
EGP;19/03/2013;7,206481338
EGP;04/06/2015;3,387820423
EGP;29/01/2015;2,650416195
EGP;09/09/2015;3,160439968
EGP;21/05/2014;7,907269239
EGP;06/01/2014;6,127248943
EGP;14/05/2015;4,615017653
EGP;07/10/2015;7,532751322
EGP;02/04/2015;3,834116101
EGP;18/11/2015;4,198959231
EGP;22/04/2014;4,891331136
EGP;14/04/2014;3,488452733
EGP;27/02/2013;1,143189192
EGP;04/07/2013;6,471761167
EGP;03/01/2012;4,929305971
EGP;12/07/2012;7,617741585
EGP;26/03/2012;3,779860854
EGP;23/04/2013;3,683952034
EGP;07/04/2015;2,757541478
EGP;19/09/2014;7,775120437
EGP;15/02/2013;3,874757051
EGP;01/01/2013;4,140244186
EGP;21/04/2014;1,748784661
EGP;12/01/2012;4,043917298
EGP;09/01/2015;6,517314613
EGP;20/05/2015;6,908796787
EGP;26/09/2011;5,411302567
EGP;04/10/2013;6,512911141
EGP;28/11/2014;7,353996813
EGP;05/06/2014;1,151178777
EGP;11/05/2015;4,028488457
EGP;16/01/2014;2,185359657
EGP;17/09/2012;5,584845006
EGP;23/04/2015;7,456432402
EGP;01/09/2011;3,493602216
EGP;11/11/2013;6,852335632
EGP;23/05/2014;1,305153012
EGP;17/11/2014;1,161534071
EGP;13/09/2011;5,159264505
EGP;07/06/2013;1,539409876
EGP;31/05/2013;3,529187143
EGP;09/03/2012;3,667160928
EGP;28/10/2011;1,284035206
EGP;18/08/2015;2,998026371
EGP;18/06/2015;1,885440409
EGP;18/08/2014;7,770450771
EGP;23/03/2015;6,879469514
EGP;14/01/2013;6,969637632
EGP;06/09/2011;1,520202994
EGP;09/09/2013;6,389464974
EGP;04/12/2014;2,727290452
EGP;08/05/2013;3,997117162
EGP;09/12/2014;5,178027868
EGP;07/10/2011;7,10137254
EGP;25/01/2012;4,153834283
EGP;02/10/2014;4,407416105
EGP;24/08/2012;4,826289594
EGP;22/10/2013;3,246492922
EGP;02/12/2011;3,146492302
EGP;02/10/2015;7,026851475
EGP;01/11/2011;1,213136554
EGP;11/12/2012;5,843006372
EGP;03/09/2014;6,513891637
EGP;05/01/2015;7,437540948
EGP;17/07/2014;7,901739657
EGP;13/12/2011;5,748449802
EGP;03/11/2015;1,080863416
EGP;19/10/2011;7,762819588
EGP;24/02/2015;7,989350975
EGP;23/07/2014;7,992898285
EGP;20/10/2015;3,737094939
EGP;19/12/2011;5,672855616
EGP;10/04/2013;4,514730811
EGP;08/03/2013;4,001222312
EGP;30/01/2015;3,815525889
EGP;26/09/2013;5,610157669
EGP;27/03/2014;5,170722544
EGP;19/10/2012;3,816069543
EGP;31/08/2015;1,292998612
EGP;19/06/2013;1,110057592
EGP;13/11/2013;4,13338238
EGP;26/02/2014;4,225344181
EGP;21/01/2013;3,407462895
EGP;11/06/2014;7,405963123
EGP;12/06/2015;5,267926037
EGP;02/12/2014;3,625627935
EGP;03/07/2012;2,805386364
EGP;09/02/2012;5,58432138
EGP;23/01/2013;4,087779701
EGP;01/03/2012;4,610370934
EGP;17/01/2014;1,342409372
EGP;05/03/2013;3,393816471
EGP;15/10/2014;7,425493777
EGP;23/08/2013;5,916523159
EGP;30/01/2012;5,360441089
EGP;04/06/2012;3,882397413
EGP;31/08/2012;6,836189985
EGP;20/06/2013;2,698259413
EGP;26/10/2011;2,164064527
EGP;24/09/2012;7,904685736
EGP;05/07/2013;3,332570076
EGP;18/09/2015;2,538667142
EGP;31/10/2011;3,387996495
EGP;24/04/2015;3,293229222
EGP;27/03/2013;7,298905849
EGP;20/12/2011;5,604103625
EGP;10/09/2015;5,02538377
EGP;01/12/2014;6,05805552
EGP;11/09/2013;4,374162674
EGP;05/02/2013;2,568528891
EGP;26/01/2012;2,783909321
EGP;24/11/2014;5,84889394
EGP;13/05/2014;6,002667069
EGP;06/11/2013;5,232917309
EGP;29/11/2013;6,83957082
EGP;05/09/2011;7,486324608
EGP;21/09/2015;2,5810709
EGP;10/10/2014;6,533525348
EGP;31/07/2012;3,207800448
EGP;26/08/2014;2,750371754
EGP;07/03/2013;2,017574191
EGP;09/01/2014;1,339719892
EGP;14/10/2015;1,447301209
EGP;05/05/2015;7,062528193
EGP;12/11/2015;5,189834714
EGP;24/09/2014;3,909201264
EGP;03/10/2013;7,487351418
EGP;08/09/2014;3,637427688
EGP;17/07/2013;6,375927448
EGP;23/02/2015;3,09444797
EGP;08/01/2013;7,594296455
EGP;18/12/2012;3,498683274
EGP;27/09/2012;4,107898653
EGP;22/10/2012;2,238609791
EGP;11/06/2012;1,749414265
EGP;19/11/2013;2,361427605
EGP;25/04/2013;5,57300812
EGP;12/12/2013;3,053302169
EGP;03/07/2015;3,746014118
EGP;19/09/2012;4,555556595
EGP;30/09/2014;2,938352942
EGP;30/03/2012;7,398303151
EGP;08/08/2014;7,317193568
EGP;06/11/2015;4,074306846
EGP;12/05/2014;7,415753901
EGP;17/10/2013;4,504854083
EGP;21/08/2013;2,271572411
EGP;24/12/2013;2,035712123
EGP;28/06/2013;7,35553807
EGP;06/06/2013;7,729718864
EGP;29/04/2015;3,436682522
EGP;28/09/2011;1,724753737
EGP;25/05/2012;1,805187821
EGP;11/08/2014;7,310066819
EGP;26/08/2011;3,990935028
EGP;02/01/2012;3,801718831
EGP;12/01/2015;2,018419504
EGP;23/10/2013;5,077832818
EGP;09/07/2013;1,842333198
EGP;10/01/2014;6,525263727
EGP;09/11/2011;6,950363159
EGP;23/09/2014;3,661101878
EGP;29/12/2011;6,585056067
EGP;16/08/2011;2,798821628
EGP;31/07/2014;4,722959459
EGP;03/02/2012;4,052255273
EGP;30/09/2013;3,207686961
EGP;16/01/2015;2,660518646
EGP;28/05/2015;6,044437051
EGP;24/07/2012;5,011196613
EGP;26/07/2012;6,702901721
EGP;30/11/2012;3,455359519
EGP;18/02/2015;7,757508218
EGP;04/11/2013;5,256692052
EGP;28/12/2011;1,414210498
EGP;25/09/2015;6,788992643
EGP;09/10/2015;1,769452691
EGP;10/02/2015;5,866367638
EGP;30/07/2014;2,726620793
EGP;12/02/2013;4,91887933
EGP;05/11/2014;4,710850954
EGP;15/09/2011;3,070058644
EGP;10/04/2012;4,48264271
EGP;03/06/2015;7,208857894
EGP;03/09/2015;5,540626287
EGP;09/01/2013;7,641294777
EGP;12/09/2011;6,010547757
EGP;04/08/2015;1,834587693
EGP;07/05/2015;3,941863477
EGP;16/02/2015;3,724444449
EGP;21/06/2012;1,353640854
EGP;14/02/2014;6,373454094
EGP;17/04/2012;3,84299314
EGP;24/05/2012;1,450330317
EGP;06/04/2015;1,767624378
EGP;05/12/2013;6,661324084
EGP;08/10/2012;5,207815766
EGP;24/05/2013;4,917423606
EGP;28/08/2015;5,524522781
EGP;02/12/2013;2,739272952
EGP;15/07/2014;4,44704026
EGP;13/06/2014;6,894350111
EGP;23/09/2013;6,897775173
EGP;04/01/2013;7,304766297
EGP;12/03/2013;6,43234688
EGP;20/02/2012;7,092173398
EGP;07/11/2014;5,096958756
EGP;16/10/2015;5,101597965
EGP;28/01/2013;4,886346459
EGP;19/02/2013;4,408051133
EGP;18/08/2011;7,894920409
EGP;23/07/2012;3,065051019
EGP;07/07/2015;2,097509265
EGP;10/08/2015;5,683716178
EGP;22/08/2014;2,523049295
EGP;06/12/2012;6,1896227
EGP;01/08/2011;4,193340778
EGP;11/03/2014;2,582480729
EGP;05/08/2011;2,701212168
EGP;18/10/2011;7,581131935
EGP;04/02/2015;5,390580714
EGP;13/10/2014;2,006103218
EGP;10/07/2013;5,712980449
EGP;29/11/2011;2,300739884
EGP;10/10/2012;5,510804176
EGP;06/06/2012;4,893806577
EGP;10/11/2014;7,048957288
EGP;23/10/2012;6,75864774
EGP;01/07/2014;4,242925942
EGP;29/12/2014;4,299158454
EGP;07/04/2014;6,265455961
EGP;06/12/2011;4,657989681
EGP;02/07/2013;7,923923075
EGP;22/09/2015;5,700502694
EGP;20/03/2012;2,697898507
EGP;04/03/2014;5,348175287
EGP;10/12/2013;5,382703781
EGP;13/04/2015;6,931009829
EGP;15/04/2014;3,15395534
EGP;28/11/2011;5,277333796
EGP;01/10/2015;1,383583546
EGP;11/02/2013;1,240863323
EGP;26/11/2014;3,720815361
EGP;16/07/2012;7,815126777
EGP;23/05/2012;3,482251406
EGP;06/08/2015;4,327532768
EGP;02/08/2011;7,101486027
EGP;25/03/2015;6,665062904
EGP;02/02/2015;1,66303128
EGP;17/01/2013;3,097361505
EGP;16/06/2014;7,125960469
EGP;10/05/2013;2,974868298
EGP;19/02/2014;7,37669009
EGP;06/11/2014;3,725469172
EGP;28/07/2015;7,182909787
EGP;23/12/2011;4,396406174
EGP;06/03/2012;1,728409529
EGP;09/04/2015;5,730674446
EGP;14/07/2015;1,978821218
EGP;13/07/2012;6,203771889
EGP;03/05/2013;3,272931278
EGP;03/04/2013;4,771995127
EGP;25/08/2011;6,411953807
EGP;02/11/2011;3,639144599
EGP;18/07/2013;6,022476017
EGP;25/06/2012;2,645373523
EGP;19/05/2015;5,982647836
EGP;08/09/2011;6,819847822
EGP;30/08/2012;6,796970546
EGP;27/08/2013;7,639781058
EGP;23/06/2015;6,902852058
EGP;01/10/2012;2,043312848
EGP;24/03/2014;7,616854548
EGP;17/09/2013;5,986457586
EGP;12/09/2013;6,275328934
EGP;20/12/2012;4,560130298
EGP;21/02/2014;4,265658438
EGP;07/12/2012;2,392242312
EGP;27/08/2014;4,479526401
EGP;11/10/2013;3,360567212
EGP;27/10/2015;5,07213676
EGP;20/03/2014;1,383363247
EGP;03/09/2012;6,595057547
EGP;23/07/2013;1,865732431
EGP;13/03/2013;3,490974069
EGP;09/09/2014;4,395079792
EGP;28/10/2015;3,225229919
EGP;30/06/2015;7,952031195
EGP;13/10/2011;2,628982127
EGP;12/12/2012;6,078026354
EGP;24/10/2012;7,398057818
EGP;30/09/2015;6,689619958
EGP;25/07/2012;3,882293522
EGP;26/08/2013;5,649407148
EGP;28/09/2012;2,586755276
EGP;09/12/2011;6,023391843
EGP;18/07/2014;2,897248864
EGP;04/09/2015;6,496397078
EGP;25/12/2014;7,117703438
EGP;29/07/2015;5,366482615
EGP;17/09/2015;6,267706513
EGP;04/12/2012;2,218556345
EGP;24/12/2014;2,420987546
EGP;20/10/2014;5,107543945
EGP;14/05/2012;1,471675932
EGP;13/10/2015;5,587020874
EGP;19/09/2011;6,000360191
EGP;07/05/2013;6,857219756
EGP;28/02/2013;1,416247427
EGP;19/02/2015;5,603746891
EGP;10/10/2013;3,430405676
EGP;13/09/2013;1,577994704
EGP;25/06/2013;5,987500668
EGP;10/02/2012;2,20478934
EGP;06/01/2015;7,698414326
EGP;09/05/2013;2,962251604
EGP;24/10/2011;4,043936491
EGP;28/05/2012;5,275832593
EGP;15/04/2013;7,918786108
EGP;02/01/2014;6,660871804
EGP;21/10/2014;7,151356995
EGP;11/04/2013;2,043443859
EGP;29/05/2012;5,320746422
EGP;06/05/2014;7,55138284
EGP;13/12/2013;3,440425098
EGP;09/09/2011;2,159709036
EGP;01/01/2014;1,832562447
EGP;25/03/2013;7,142062306
EGP;19/12/2012;3,810275435
EGP;15/11/2011;5,36963439
EGP;18/09/2014;5,264490962
EGP;15/01/2013;4,376355231
EGP;12/04/2013;2,079191923
